Specialty,Specialty Code,Package Name,Procedure Code,Procedure Name,Procedure Price
Medical Oncology,MO,CT for CA Prostate,MO028C,"Etoposide + Carboplatin
Etoposide 100mg/m2 D1 - D3
Carboplatin AUC 5-6 D1 every 21 days",7100
Medical Oncology,MO,CT for CA Prostate,MO028D,"LHRH Agonist
Leuprolide 22.5 ug every 3 months",15300
Medical Oncology,MO,CT for CA Prostate,MO028E,"Mitoxantrone + Prednisolone
Mitoxantrone 12mg/m2 every 3 weeks
Prednsiolone 10 mg daily",4200
Medical Oncology,MO,CT for CA Prostate,MO028F,"Paclitaxel + Carboplatin
Paclitaxel 80mg/m2 D1
Carboplatin AUC 2 D1 every week",7700
Medical Oncology,MO,CT for CA Prostate,MO028G,"Paclitaxel + Carboplatin
Paclitaxel 175mg/m2 D1
Carboplatin AUC 5-6 D1 every 21 days",14500
Medical Oncology,MO,CT for CA Prostate,MO028H,"Docetaxel
Docetaxel 20mg/m2 D1 every week",3200
Medical Oncology,MO,CT for CA Prostate,MO028I,"Abiraterone 1000 mg + Prednisolone 10mg  daily 
Once every month",13000
Medical Oncology,MO,"CT for B - Cell NHL - High Grade
(Except Burkitt's & PCNSL)",MO029A,"Rituximab + Cyclophosphamide + Etoposide + Prednsiolone
Rituximab 375mg/m2
Cyclophosphamide 750 mg/m2
Vincristine 1.4 mg/m2, on Day1
Etoposide 65mg/m2 Day 1 to 3
Prednisolone 100 mg Day 1-5
Total 6 cycles, repeat 21 days",26200
Medical Oncology,MO,"CT for B - Cell NHL - High Grade
(Except Burkitt's & PCNSL)",MO029B,"Rituximab + Cyclophosphamide + Doxorubicin + Prednsiolone
Rituximab 375mg/m2
Cyclophosphamide 750 mg/m2
Doxorubicin 50mg/m2
Vincristine 1.4 mg/m2 on Day1
Prednisolone 100 mg Day 1-5
Total 6 cycles, repeat 21 days",27000
Medical Oncology,MO,CT for High - Grade NHL - B Cell,MO030A,"Rituxmab + Dexamethasone + High Dose Cytarabine + Cisplatin
Rituximab 375mg/m2 Day 1
Cytarabine 2g/m2 BD on day 2
Dexamethasone 40 mg Day 1 - 4
Cisplatin 75mg/m2 or 
Carboplatin AUC-5 on day 1
Cycle to be repeated every 21days",34900
Medical Oncology,MO,"CT for Relapsed B - Cell NHL - High Grade
(Except Burkitt's & PCNSL)",MO031A,"GDP - R
Rituximab 375mg/m2 Day 1
Gemcitabine 1000mg/m2 on day 1 and 8
Dexamethasone 40 mg Day 1 - 4
Cisplatin 75mg/m2 on day 1
Cycle to be repeated every 21days
Total- 6 cycles",35300
Medical Oncology,MO,"CT for Relapsed B - Cell NHL - High Grade
(Except Burkitt's & PCNSL)",MO031B,"ICE - R
Rituximab 375mg/m2
Ifosfamide 1.66g/m2 on day 1 - 3
Mesna 1.66g/m2 day 1 - 3
Carboplatin AUC 5 on day 1
Etoposide 100mg/m2 on day 1 - 3
Cycle every 21days for 6 cycles",31900
Medical Oncology,MO,"CT for PMBCL / Burkitt's Lymphoma / Seropositive 
B - Cell NHLR",MO032A,"Etoposide + Prednsiolone + Vincristine + Cyclophosphamide + Doxorubicin
Rituximab 375mg/m2 Day 1
Etoposide 50mg/m2
VCR 0.4mg/m2
Doxorubicin 10mg/m2 Day1 - 4
Cyclophosphamide 750mg/m2 on day 5 Prednisolone 100 mg day 1-5
Every 21 days
Dose adjustment each cycle depending on nadir counts
Total- 6 cycles",31700
Medical Oncology,MO,CT for Burkitt's NHL,MO033A,Codox - M - IVAC / GMALL / BFM / Hyper CVAD,34500
Medical Oncology,MO,CT for Low Grade B - Cell NHL,MO034A,"Bendamustine + Rituximab
Bendamustine 90mg/m2 on day 1, 2
Rituximab 375mg/m2 on day 1
Repeat every 28 days, Total 6 cycles",25000
Medical Oncology,MO,CT for Low Grade B - Cell NHL,MO034B,"Lenalidomide + Rituximab
Rituximab 375mg/m2 Day 1
Lenlidomide 25 mg D1-28, for 8 cycles",22500
Medical Oncology,MO,CT for Low Grade NHL ,MO035A,"Rituximab
Rituximab 375mg/m2 per week for 6 weeks",16000
Medical Oncology,MO,CT for Low Grade NHL ,MO035B,"Rituximab + Cyclophosphamide + Vincristine + Prednisolone
Rituximab 375 mg/m2
Cyclophosphamide 750mg/m2
Vincristine 1.4mg/m2 Day 1
Prednisolone 100 mg Day 1 - 5
Repeat every 21days. Total 6 cycles",17500
Medical Oncology,MO,CT for Chronic Lymphocytic Leukemia,MO036A,"Fludarabine + Cyclophosphamide
Fludarabine 25mg/m2 D1-3
Cyclophosphamide 250 mg/m2 D1-3 every 28 days for 6 cycles",18100
Medical Oncology,MO,CT for Chronic Lymphocytic Leukemia,MO036B,"Rituxmab + Chlorambucil
Rituximab 375mg/m2 Day 1
Chlorambucil 10 mg/m2 D1-7
Repeat every 28 days for 12 cycles",17100
Medical Oncology,MO,CT for Chronic Lymphocytic Leukemia,MO036C,"Rituximab + Fludarabine + Cyclophosphamide
Rituximab 375mg/m2 on day 1
Fludarabine 25mg/m2 D1 - 3
Cyclophosphamide 250 mg/m2 D1 - 3
Every 28 days for 6 cycles",40700
Medical Oncology,MO,CT for Chronic Lymphocytic Leukemia,MO036D,"Lenalidomide
lenalidomide-10-25 mg/day day 1 to 21 every 28 days",4800
Medical Oncology,MO,CT for Peripheral T - Cell Lymphoma,MO037A,"CHOEP
Cyclophosphamide 750mg/m2 D1
Vincristine 1.4mg/m2 D1
Adriamycin 50 mg/m2 D1
Etoposide 100mg/m2 D1-3
Prednisolone 100 mg D1-5
Every 21days. Total 6 cycles",5000
Medical Oncology,MO,CT for Peripheral T - Cell Lymphoma,MO037B,"CHOP
Cyclophosphamide 750mg/m2 D1
Vincristine 1.4mg/m2 D1
Adriamycin 50 mg/m2 D1
Prednisolone 100 mg D1-5
Every 21days. Total 6 cycles",5125
Medical Oncology,MO,CT for Peripheral T - Cell Lymphoma,MO037C,"SMILE
Methotrexate 2gm/m2 D1
Ifosfamide 1500mg/m2 D2-4
Etoposide 100mg/m2 D2-4
L-asparginase 6000U/m2 D8,10,12,14,16,18,20
Dexamethasone 40mg D1-4 every 28 days",19300
Medical Oncology,MO,CT for NK - T Cell Lymphoma,MO038A,"GELOX
Gemcitabine 1000mg/m2 D1 and D8
Oxaliplatin 130mg/m2 D1
L- asparginase 6000 U/m2 D1-7
Repeat every 21 days ",18900
Medical Oncology,MO,CT for NK - T Cell Lymphoma,MO038B,"LVP
L-asparginase 6000U/m2 D1-5
Vincristine 1.4mg/m2 D1
Prednisolone 100mg D1-5
Repeat every 21 days",7600
Medical Oncology,MO,CT for Hodgkin's Lymphoma,MO039A,"COPP
Cyclophosphamide 650mg/m2 D1, 8
Vincristine 1.4mg/m2 D1, 8
Procarbazine 100 mg/m2 D1-14
Prednisolone 40mg/m2 D1-14
Every 28days. Total 6 - 8 cycles",3600
Medical Oncology,MO,CT for Hodgkin's Lymphoma,MO039B,"ABVD
Adriamycin 25mg/m2
Bleomycin 10unit/m2
Vinblastine 6mg/m2
Dacarbazine 375 mg/m2 Day 1,15
Every 28 days for 6 cycles",10200
Medical Oncology,MO,CT for Hodgkin's Lymphoma,MO039C,"AEVD
Adriamycin 25mg/m2
Vinblastine 6mg/m2
Dacarbazine 375 mg/m2 Day 1,15
Etoposide 65mg/m2 Day 1-3, 15-17
Every 28 days for 6 cycles",10200
Medical Oncology,MO,CT for Relapsed Hodgkin Lymphoma,MO040A,"ICE
Ifosfamide 1.5 mg/m2 D1-3
Carboplatin AUC5 D2
Etoposide 100mg/m2 D1-3
Every 3 weeks",9700
Medical Oncology,MO,CT for Relapsed Hodgkin Lymphoma,MO040B,"MINE
Ifosfamide 4 gm/m2 over 3days (D1-3)
Mitoxantrone 8mg/m2
Etoposide 65mg/m2 D1-3
Every 3 weeks",9700
Medical Oncology,MO,CT for Relapsed Hodgkin Lymphoma,MO040C,"PTCL - GDP
Gemcitabine 1000mg/m2 D1 and D8
Dexamethasone 40mg D1-4
Cisplatin 75mg/m2 D1 or
Cacrboplatin AUC-5
Every 3 weeks",14750
Medical Oncology,MO,CT for Relapsed NHL & HL,MO041A,"DHAP
Dexamethasone 40mg D1-4
Cisplatin 100mg/m2 or 
Carboplatin AUC-5D1
Cytarabine 2 gm/m2 BD D2
Repeat every 21 days",11500
Medical Oncology,MO,CT for MM / Amyloidosis / POEMS,MO042A,"Lenalidomide + Dexamethasone
Lenalidomide 25 mg daily Day1-21
Dexamethasone 40mg Day 1, 8, 15, 22
Every 28days",5200
Medical Oncology,MO,CT for MM / Amyloidosis / POEMS,MO042B,"Pomalidomide + Dexamethasone
Pomalidomide 4 mg daily Day 1-21
Dexamethasone 40mg Day 1, 8, 15, 22
Every 28 days ",6800
Medical Oncology,MO,CT for MM / Amyloidosis,MO043A,"Cyclophosphamide + Thalidomide + Dexamethasone
Cyclophosphamide 100mg D1-D14
Thalidomide 100-200 mg daily Day 1-28
Dexamethasone 40mg Day 1, 8, 15, 22
Every 28 days ",4000
Medical Oncology,MO,CT for MM / Amyloidosis,MO043B,"Melphalan + Thalidomide + Prednisolone
Melphalan 9mg/m2 D1-D4
Thalidomide 100mg D1-28
Prednisolone 100mg Day1-4
Every 28days ",4100
Medical Oncology,MO,CT for MM / Amyloidosis,MO043C,"Bortezomib + Cyclophosphamide + Dexamethasone
Cyclophosphamide - 300 mg/m2 day 1, 8, 15, 22
Dexamethasone 40mg Day 1, 8, 15, 22
Bortezomib 1.3 mg/m2 Day1, 8, 15, 22
Every 28 days ",14600
Medical Oncology,MO,CT for MM / Amyloidosis,MO043D,"Bortezomib + Dexamethasone
Bortezomib 1.3 mg/m2 Day1, 8, 15, 22
Dexamethasone 40mg Day1, 8, 15, 22
Every 28 day",13300
Medical Oncology,MO,CT for MM / Amyloidosis,MO043E,"Bortezomib + Melphalan + Prednsiolone
Melphalan 9mg/m2 D1-D4
Prednisolone 100mg Day 1-4
Bortezomib 1.3 mg/m2 Day 1, 8, 15, 22
Every 28 days",12600
Medical Oncology,MO,CT for MM / Amyloidosis,MO043F,"Bortezomib + Lenalidomide + Dexamethasone
Lenalidomide 25 mg daily Day 1 - 21
Dexamethasone 40mg Day 1, 8, 15, 22
Bortezomib 1.3 mg/m2 Day 1, 8, 15, 22
Every 28 days",17800
Medical Oncology,MO,CT for MM / Amyloidosis,MO043G,"Bortezomib + Thalidomide + Dexamethasone
Thalidomide 100 mg daily Day 1 - 28 Dexamethasone 40 mg Day 1, 8, 15, 22
Bortezomib 1.3 mg/m2 Day 1, 8, 15, 22
Every 28 days ",15000
Medical Oncology,MO,CT for Chronic Myeloid Leukemia,MO044A,"Imatinib
Imatinib 400 mg, 600 mg, 800 mg
(per month X 5 years)",15000
Medical Oncology,MO,CT for Chronic Myeloid Leukemia,MO044B,Dasatinib 100 mg once a day,5000
Medical Oncology,MO,CT for Myeloproliferative Neoplasm,MO045A,"Hydroxurea
Hydroxurea daily
(Dose will be based on blood counts)",2200
Medical Oncology,MO,CT for Acute Myeloid Leukemia,MO046A,"Cytarabine 2 gm / M2 BD for 3 days
Every 21 days for 3 cycles ",71250
Medical Oncology,MO,CT for Acute Myeloid Leukemia,MO046B,"Cytarabine 100 mg / M2 7 days
Daunomycin 60 mg / M2 3 days ( this does not include antibiotics, antifungals, blood and platelets transfusion)",96000
Medical Oncology,MO,CT for Acute Lymphoblastic Leukemia,MO047A,"BFM-90
BFM-95
BFM-2000
HyperCVAD
UKALL
GMALL ( this does not include antibiotics, antifungals, blood and platelets transfusion)",160000
Medical Oncology,MO,CT for Acute Lymphoblastic Leukemia,MO047B,"BFM-90
BFM-95
BFM-2000
HyperCVAD
UKALL
GMALL",123750
Medical Oncology,MO,CT for Acute Lymphoblastic Leukemia,MO047C,"6 Mercaptopurine 50 mg / M2 daily
Methotrexate 25 mg / M2 Weekly for 2 years",4000
Medical Oncology,MO,CT for Lymphoblastic Lymphoma,MO048A,"BFM-90
BFM-95
BFM-2000
HyperCVAD
UKALL
GMALL ",160000
Medical Oncology,MO,CT for Lymphoblastic Lymphoma,MO048B,"BFM-90
BFM-95
BFM-2000
HyperCVAD
UKALL
GMALL",123750
Medical Oncology,MO,CT for Lymphoblastic Lymphoma,MO048C,"6 Mercaptopurine 50 mg/M2 daily and 
Methotrexate 25 mg/M2 Weekly for 2 Years",4000
Medical Oncology,MO,"CT for Acute Promyelocytic Leukemia
(High Risk)",MO049A,"Arsenic trioxide
ATRA
Daunomycin or Idarubcin
Cytarabine - multiagent - vary in each protocol",72000
Medical Oncology,MO,"CT for Acute Promyelocytic Leukemia
(High Risk)",MO049B,"Arsenic trioxide
ATRA
Daunomycin or Idarubcin
Cytarabine - multiagent - vary on protocol",96000
Medical Oncology,MO,"CT for Acute Promyelocytic Leukemia
(High Risk)",MO049C,"6 MP 50 mg / day daily
Methotrexate 15 mg Weekly
ATRA 45 mg / M2 for 14 days 
Every three months for 18 Months",8000
Medical Oncology,MO,"CT for Acute Promyelocytic Leukemia
(Low Risk)",MO050A,"ATO 0.15 mg / kg day 1-Day 5, day 8-12, day 15-19, day 22-26 every 56 days for 4 cycles (per cycle)
ATRA 45 mg / M2 day 1-Day 14 and Day 29-43 every 56 days for 4 cycles (per cycle)",55000
Medical Oncology,MO,"CT for Acute Promyelocytic Leukemia
(Low Risk)",MO050B,"ATO 0.15 mg / kg day 1-45 or 60
ATRA 45 mg / M2 - day 1-45 or 60",80000
Medical Oncology,MO,Febrile Neutopenia,MO051A,"Cefoperazone + Sulbactum
Piperalicillin + Tazobactum
Cefoperazone
Piperacillin
Amikacin
Gentamicin
Cefipime
Levofloxacin
Amoxycillin and clavulanate
Teicoplanin
Vancomycin",33250
Medical Oncology,MO,Febrile Neutopenia,MO051B,"Meropenem
Imipenem
Colistin
Tigecyclin
Linezolid
Voriconazole
Caspfungin
Amphotericin - B",78750
Medical Oncology,MO,Chemotherapy Complications - Tumor Lysis Syndrome,MO052A,"Rasburicase
Febuxostat
Allopurinol
Sevelamer",24000
Medical Oncology,MO,Granulocyte Colony Stimulating Factor Use,MO053A,"5 microgram / kg / day
(max 300 microgram per day) for 7 days or
PEG - GCSF 6mg one single dose per chemotherapy cycle",4500
Medical Oncology,MO,CT for Langerhans Cell Histiocytosis,MO054A,"Langerhans Cell Histiocytosis
(Histiocytosis Protocol - Induction)",22400
Medical Oncology,MO,CT for Langerhans Cell Histiocytosis,MO054B,"Langerhans Cell Histiocytosis
(Histiocytosis Protocol - Maintenance)",28875
Medical Oncology,MO,CT for Low Grade Glioma,MO055A,"Vincristine + Carboplatin
Vincristine 1.5mg/m2 (day 1, 8 and 15 for first 4 cycles and then only day 1 from cycle 5 to 17)
Carboplatin 550mg/m2 every 3 weeks (all cycles)",5600
Medical Oncology,MO,CT for Low Grade Glioma,MO055B,"Vinblastin
Vinblastine 6 mg/m2 every week",3337.5
Medical Oncology,MO,CT for Medulloblastoma  / Brain PNET,MO056A,PACKER,6337.5
Medical Oncology,MO,CT for Medulloblastoma / CNS PNET,MO056B,"Cisplatin + Cyclophosphamide + Vincristine
Cyclophosphamide 1000mg/m2 (2 days every cycles)
Vincristine 1.5mg/m2 (days 1 and 8)
Cisplatin 100mg/m2 (1 day per cycle)
Cycles given every 3 weekly",8300
Medical Oncology,MO,CT for Neuroblastoma,MO057A,"Cabroplatin + Etoposide + Cyclophosphamide + Doxorubicin
Carboplatin 600mg/m2
Etoposide 100mg/m2 (days 1-5)
Cyclophosphamide
Doxorubicin",7900
Medical Oncology,MO,CT for Neuroblastoma,MO057B,Carboplatin + Cisplatin + Cyclophosphamide + Vincristine + Etoposide,6800
Medical Oncology,MO,CT for Neuroblastoma,MO057C,"13-cis retinoic acid 160mg/m2 per day for 2 weeks
Each cycle given 4 weekly",2000
Medical Oncology,MO,CT for Retinoblastoma,MO058A,"Vincristine + Carboplatin + Etoposide
Carboplatin 600mg/m2 day 1
Etoposide 150mg/m2 days 1-3 Vincristine1.5mg/m2 day 1",7100
Medical Oncology,MO,CT for Rhabdomyosarcoma,MO059A,"Vincristine + Cyclophosphamide + Dactinomycin
Vincristine 1.5mg/m2 (day 1, 8 and 15)
Cyclophosphamie 1200 - 2200 mg/m2 (day 1)
Dactinomycin 1.5mg / m2 (day 1)
3 weekly cycle",5700
Medical Oncology,MO,CT for Rhabdomyosarcoma,MO059B,"Vincristine + Ifosfamide + Etoposide
Vincristine 1.5mg/m2 (days 1, 8 and 15)
Ifosfamide 1.8gm/m2 (days 1-5)
Etoposide 100mg/m2 (days 1-5)
Each cycle every 3 weeks",16200
Medical Oncology,MO,CT for Relapse Rhabdomyosarcoma,MO060A,"Vincristine + Topotecan + Cyclophosphamide and
Vincristine + Adriamycin + Cyclophosphamide
Vincristine 1.5mg/m2 (day 1)
Topotecan 1.5mg/m2 (day 1-5)
Cyclophosphamide 250mg/m2 (days 1-5)
3 - weekly
Vincristine 1.5mg/m2
Adriamyicn 60mg/m2
Cyclophosphamide 600mg/m2 (all Day 1)
Every 3 weeks. Cycles given in couplets",12200
Medical Oncology,MO,CT for Wilms Tumor,MO061A,"Vincristine + Actinomycin D
Vincristine 1.5 mg/m2 weekly for 12 weeks and then 3 weekly
Actinomycin D 45 microgram / kg 3 weekly for 24 weeks",3750
Medical Oncology,MO,CT for Wilms Tumor,MO061B,"Vincristine + Actinomycin D + Doxorubicin
Vincristine 1.5 mg/m2 weekly for 12 weeks and then 3 weekly
Actinomycin D 45 microgram/kg 3 weekly
Doxorubicin 60mg/m2 for 24 weeks",4950
Medical Oncology,MO,CT for Wilms Tumor,MO061C,"Cyclophosphamide + Doxorubicin + Etoposide + Vincristine + Dactinomycin
Vincristine 1.5 mg/m2
Dactinomycin 45 microgram/kg
Adriamyicn 60mg/m2
Cyclophosphamide
Etoposide
Weekly chemotherapy - varying hybrid regimen",15225
Medical Oncology,MO,CT for Pediatric Acute Lymphoblastic Leukemia,MO062A,"Consolidation 
(Phase II, CNS Therapy Reinduction)",208600
Medical Oncology,MO,CT for Pediatric Acute Lymphoblastic Leukemia,MO062B,"ICICLE
BFM
KLALL
MCP:841",72000
Medical Oncology,MO,CT for Pediatric Acute Lymphoblastic Leukemia,MO062C,"6 - Mercaptopurine 75mg/m2 daily
Methotrexate 20mg/m2 weekly
Vincristine 1.5mg/m2 monthly
Intrathecal methotrexate 12 mg 3 monthly ",2500
Medical Oncology,MO,CT for Ph+ve Pediatric Acute Lymphoblastic Leukemia for adult and paediatric  ,MO062D,Dasatinib + chemo (to be used only with ALL therapy) (per month),5000
Medical Oncology,MO,CT for Ph+ve Pediatric Acute Lymphoblastic Leukemia for adult and paediatric  ,MO062E,Imatinib + chemo ((to be used only with ALL therapy) (per month),5000
Medical Oncology,MO,CT for Pediatric Lymphoblastic Lymphoma,MO063A,"Consolidation 
(Phase II, CNS Therapy Reinduction)",208600
Medical Oncology,MO,CT for Pediatric Lymphoblastic Lymphoma,MO063B,"ICICLE
BFM
KLALL
MCP:841",72000
Medical Oncology,MO,CT for Pediatric Lymphoblastic Lymphoma,MO063C,"6 - Mercaptopurine 75mg/m2 daily
Methotrexate 20mg/m2 weekly
Vincristine 1.5mg/m2 monthly
Intrathecal methotrexate 12 mg 3 monthly ",2500
Medical Oncology,MO,CT for Pediatric Acute Myeloid Leukemia,MO064A,"Cytrabine 3 gram/m2 twice a day
Days 1, 3 and 5",57600
Medical Oncology,MO,CT for Pediatric Acute Myeloid Leukemia,MO064B,"Cytrabine 200mg/m2/day days 1-10 and 
Daunorubicin 50mg/m2 days 1, 3 and 5
Etposide 100mg/m2 days 1-5",94400
Medical Oncology,MO,CT for Pediatric Acute Myeloid Leukemia,MO064C,"Cytrabine 100-200mg/m2/day days 1-7 and Daunorubicin 50mg/m2 days 1, 3 and 5",92800
Medical Oncology,MO,CT for Pediatric Acute Promyelocytic Leukemia,MO065A,Consolidation,36800
Medical Oncology,MO,CT for Pediatric Acute Promyelocytic Leukemia,MO065B,Induction,97600
Medical Oncology,MO,CT for Pediatric Acute Promyelocytic Leukemia,MO065C,Maintenance (18 months total cost),39300
Medical Oncology,MO,CT for Pediatric Hodgkins Lymphoma,MO066A,COPDAC,9450
Medical Oncology,MO,CT for Pediatric Hodgkins Lymphoma,MO066B,OPEA,13000
Medical Oncology,MO,CT for Pediatric Hodgkins Lymphoma Relapse,MO067A,ICE,14000
Medical Oncology,MO,CT for Pediatric Hodgkins Lymphoma Relapse,MO067B,DECA,14000
Medical Oncology,MO,CT for Pediatric Hodgkins Lymphoma Relapse,MO067C,IGVD,34000
Medical Oncology,MO,CT for Pediatric Non Hodgkins Lymphoma,MO068A,LMB 89 - 96 - Consolidation (second month),33500
Medical Oncology,MO,CT for Pediatric Non Hodgkins Lymphoma,MO068B,LMB 89 - 96 - Induction - COPADAM ( first month),33100
Medical Oncology,MO,CT for Pediatric Non Hodgkins Lymphoma,MO068C,LMB 89 - 96 - Maintenance,15400
Medical Oncology,MO,CT for Pediatric Non Hodgkins Lymphoma,MO068D,MCP - 842,13200
Medical Oncology,MO,PEDIATRIC-GCT/JEB,MO069A,Pediatric - Germ Cell Tumor / JEB,10000
Medical Oncology,MO,CT for Pediatric Hepatoblastoma,MO070A,Carboplatin + Cisplatin + Doxorubicin,4900
Medical Oncology,MO,CT for Pediatric Hepatoblastoma,MO070B,Cisplatin,5600
Medical Oncology,MO,CT for CA Lung,MO071A,"Docetaxel
Docetaxel 75 mg/m2 D1 every 21 days",8500
Medical Oncology,MO,CT for CA Lung,MO071B,"Erlotinib
Erlotinib 150 mg once daily",4500
Medical Oncology,MO,CT for CA Lung,MO071C,"Gefitnib
Gefitinib 250 mg once daily",2500
Medical Oncology,MO,CT for CA Lung,MO071D,"Paclitaxel + Carboplatin
Paclitaxel 175mg/m2 D1
Carboplatin AUC 5-6 D1 every 21 days",14500
Medical Oncology,MO,CT for CA Lung,MO071E,"Pemetrexed + Carboplatin
Pemetrexed 500mg/m2 D1
Carboplatin AUC 5-6 D1 every 21 days",10000
Medical Oncology,MO,CT for CA Lung,MO071F,"Topotecan
Topotecan 1.5 mg/m2 D1-D5 every 21 days",24600
Medical Oncology,MO,CT for CA Lung,MO071G,"Docetaxel
Docetaxel 20 mg/m2 D1 every week",3200
Medical Oncology,MO,CT for CA Lung,MO071H,"Etoposide + Carboplatin
Etoposide 100mg/m2 D1 - D3
Carboplatin AUC 5-6 D1 every 21 days",7100
Medical Oncology,MO,CT for CA Lung,MO071I,"Etoposide + Cisplatin
Etoposide 100mg/m2 D1 - D3
Cisplatin 75-100 mg/m2 D1 every 21 days",6750
Medical Oncology,MO,CT for CA Lung,MO071J,"Gemcitabine
Gemcitabine 1000mg /m2 D1 D8 every 21 days",8900
Medical Oncology,MO,CT for CA Lung,MO071K,"Gemcitabine + Carboplatin
Gemcitabine 1000 mg/m2 D1 D8
Carboplatin AUC 5-6 D1 every 21 days",13900
Medical Oncology,MO,CT for CA Lung,MO071L,"Gemcitabine + Cisplatin
Gemcitabine 1000 mg/m2 D1 D8
Cisplatin 75 mg/m2 D1 D8 every 21 days",11100
Medical Oncology,MO,CT for CA Lung,MO071M,"Paclitaxel
Paclitaxel 80mg/m2 every week",5800
Medical Oncology,MO,CT for CA Lung,MO071N,"Paclitaxel
Paclitaxel 175mg/m2 every 21 days",11800
Medical Oncology,MO,CT for CA Lung,MO071O,"Paclitaxel + Carboplatin
Paclitaxel 50mg/m2 D1
Carboplatin AUC 2 D1 every week",7700
Medical Oncology,MO,CT for CA Lung,MO071P,"Paclitaxel + Cisplatin
Paclitaxel 175 mg/m2 D1
Cisplatin 75mg/m2 D1 every 21 days",13300
Medical Oncology,MO,CT for CA Lung,MO071Q,"Pemetrexed + Cisplatin
Pemetrexed 500mg/m2 D1
Cisplatin 75 mg/m2 D1 every 21 days",9200
Medical Oncology,MO,CT for CA Lung,MO071R,"Pemetrexed
Pemetrexed 500mg/m2 D1 every 21 days",7600
Medical Oncology,MO,CT for CA Lung,MO071S,"Vinorelbine + Carboplatin
Vinorelbine 25mg/m2 D1 D8
CarboplatinAUC 5-6 D1 every 21 days",17000
Medical Oncology,MO,CT for CA Lung,MO071T,"Vinorelbine + Cisplatin
Vinorelbine 25mg/m2 D1 D8
Cisplatin 75mg/m2 D1 every 21 days",17000
Medical Oncology,MO,CT for CA Cervix,MO072A,Carboplatin Carboplatin AUC 2 every week,2400
Medical Oncology,MO,CT for primary CNS lymphoma,MO073A,"De-Angelis/MTR (methotrexate, dexamethasone, procarbazine, vincristine, intrathecal MTX, CYTARABINE)",36000
Medical Oncology,MO,GCT Testis,MO074A,SA Carboplatin AUC 7 once every 3 weeks (max 4 cycles) (per cycle),6000
Medical Oncology,MO,CT for GCT of bone,MO075A,"Denosumab (per dose, maximum 6 dose)
Denosumab 120 mg s/c D1, 8, 15 then every 28 days",18000
Medical Oncology,MO,GEP NET Neuroendocrine carcinoma,MO076A,Temozolamide 150mg/m2 D9-14 + Capecitabine 1gm/me D1-14 every 28 days ,8000
Medical Oncology,MO,GEP NET high grade Neuroendocrine carcinoma,MO076B,Carboplatin AUC 5 + Etoposide 100mg/m2 D1-D3 every 21 days ,13400
Pediatric Medical Management,MG,Pediatric seizure disorders,MP001A,Febrile seizures,0
Primay Care,PHCnCHC,Pediatric seizure disorders,MP001A,Febrile seizures,0
General Medicine,MG,Pediatric seizure disorders,MP001D,Acute non-febrile seizures,0
HRP,HRP,Pediatric seizure disorders,MP001D,Acute non-febrile seizures,0
Pediatric Medical Management,MG,Pediatric seizure disorders,MP001D,Acute non-febrile seizures,0
Pediatric Medical Management,MG,Epileptic encephalopathy,MP002A,Epileptic encephalopathy,0
General Medicine,MG,ACUTE ENCEPHALOPATHY,MP003A, Acute Febrile encephalopathy,0
Pediatric Medical Management,MG,ACUTE ENCEPHALOPATHY,MP003A, Acute Febrile encephalopathy,0
General Medicine,MG,ACUTE ENCEPHALOPATHY,MP003B,Acute Disseminated Encephalomyelitis,0
HRP,HRP,ACUTE ENCEPHALOPATHY,MP003B,Acute Disseminated Encephalomyelitis,0
Pediatric Medical Management,MG,ACUTE ENCEPHALOPATHY,MP003B,Acute Disseminated Encephalomyelitis,0
General Medicine,MG,ACUTE ENCEPHALOPATHY,MP004A,hypertensive/metabolic/febrile/hepatic encephalopathy,0
Pediatric Medical Management,MG,ACUTE ENCEPHALOPATHY,MP004A,hypertensive/metabolic/febrile/hepatic encephalopathy,0
General Medicine,MG,ACUTE INFECTIOUS MENINGITIS AND MENINGOENCEPHALITIS.,MP005A, Acute meningo encephalitis pyogenic,0
Pediatric Medical Management,MG,ACUTE INFECTIOUS MENINGITIS AND MENINGOENCEPHALITIS.,MP005A, Acute meningo encephalitis pyogenic,0
General Medicine,MG,ACUTE INFECTIOUS MENINGITIS AND MENINGOENCEPHALITIS.,MP005B,"Aseptic meningitis tubercular, ",0
